# File: historical_copper_production.csv
# Title: Historical copper production by country
# Units: tonnes
# Source: Our World in Data (https://ourworldindata.org/metals-minerals) which processes data from USGS - Mineral Commodity Summaries (2024); USGS - Historical Statistics for Mineral and Material Commodities (2023)
# Column types: cnn
# ----------
Entity,Year,production
Taiwan,1971,2400
Taiwan,1972,1996
Taiwan,1973,2400
Taiwan,1974,2500
Taiwan,1975,1900
Taiwan,1976,2000
Taiwan,1977,2000
Taiwan,1978,800
Taiwan,1979,600
Taiwan,1980,500
Taiwan,1981,500
Tajikistan,2013,600
Tajikistan,2014,100
Tajikistan,2015,1788
Tajikistan,2016,2493
Tajikistan,2017,2953
Tajikistan,2018,3210
Tajikistan,2019,2330
Tajikistan,2020,978
Tajikistan,2021,1845
Tajikistan,2022,1206
Tanzania,1998,0
Tanzania,1999,0
Tanzania,2000,0
Tanzania,2001,3600
Tanzania,2002,4200
Tanzania,2003,3715
Tanzania,2004,4240
Tanzania,2005,3661
Tanzania,2006,3285
Tanzania,2007,3276
Tanzania,2008,2852
Tanzania,2009,3079
Tanzania,2010,6400
Tanzania,2011,6748
Tanzania,2012,5840
Tanzania,2013,21140
Tanzania,2014,16400
Tanzania,2015,16800
Tanzania,2016,17400
Tanzania,2017,13000
Tanzania,2018,38000
Tanzania,2019,17000
Tanzania,2020,59000
Tanzania,2021,115000
Tanzania,2022,118000
Turkey,1970,31100
Turkey,1971,30000
Turkey,1972,22100
Turkey,1973,30200
Turkey,1974,30000
Turkey,1975,27300
Turkey,1976,29323
Turkey,1977,34979
Turkey,1978,27188
Turkey,1979,30521
Turkey,1980,21300
Turkey,1981,32085
Turkey,1982,32789
Turkey,1983,24767
Turkey,1984,31075
Turkey,1985,29860
Turkey,1986,26085
Turkey,1987,31531
Turkey,1988,37746
Turkey,1989,38151
Turkey,1990,39825
Turkey,1991,39422
Turkey,1992,36425
Turkey,1993,39200
Turkey,1994,43400
Turkey,1995,44500
Turkey,1996,52200
Turkey,1997,64600
Turkey,1998,73900
Turkey,1999,73051
Turkey,2000,76053
Turkey,2001,56820
Turkey,2002,48217
Turkey,2003,43245
Turkey,2004,49800
Turkey,2005,54100
Turkey,2006,46400
Turkey,2007,81000
Turkey,2008,82400
Turkey,2009,72400
Turkey,2010,79900
Turkey,2011,92500
Turkey,2012,104300
Turkey,2013,120500
Turkey,2014,122000
Turkey,2015,108000
Turkey,2016,100000
Turkey,2017,83000
Turkey,2018,79600
Turkey,2019,73500
Turkey,2020,107000
Turkey,2021,108100
Turkey,2022,115000
USSR,1970,925000
USSR,1971,990000
USSR,1972,1030000
USSR,1973,1060000
USSR,1974,1060000
USSR,1975,1100000
USSR,1976,1130000
USSR,1977,1100000
USSR,1978,1140000
USSR,1979,1130000
USSR,1980,980000
USSR,1981,1000000
USSR,1982,1010000
USSR,1983,1020000
USSR,1984,1020000
USSR,1985,1030000
USSR,1986,1030000
USSR,1987,1010000
USSR,1988,990000
USSR,1989,950000
USSR,1990,900000
USSR,1991,840000
Uganda,1973,14200
Uganda,1974,11500
Uganda,1975,8500
Uganda,1976,7000
Uganda,1977,4000
Uganda,1978,7200
United Kingdom,1970,0
United Kingdom,1972,238
United Kingdom,1973,459
United Kingdom,1974,434
United Kingdom,1975,652
United Kingdom,1976,552
United Kingdom,1977,453
United Kingdom,1978,135
United Kingdom,1979,0
United Kingdom,1980,200
United Kingdom,1981,607
United Kingdom,1982,649
United Kingdom,1983,652
United Kingdom,1984,657
United Kingdom,1985,592
United Kingdom,1986,602
United Kingdom,1987,750
United Kingdom,1988,732
United Kingdom,1989,508
United Kingdom,1990,955
United Kingdom,1991,294
United States,1970,1560038
United States,1971,1380894
United States,1972,1510318
United States,1973,1558489
United States,1974,1448776
United States,1975,1282184
United States,1976,1456564
United States,1977,1364375
United States,1978,1357587
United States,1979,1446586
United States,1980,1181116
United States,1981,1538160
United States,1982,1146975
United States,1983,1038098
United States,1984,1102613
United States,1985,1102600
United States,1986,1147277
United States,1987,1243596
United States,1988,1416928
United States,1989,1497818
United States,1990,1587742
United States,1991,1631078
United States,1992,1764756
United States,1993,1801382
United States,1994,1850000
United States,1995,1849100
United States,1996,1918300
United States,1997,1939600
United States,1998,1859400
United States,1999,1626400
United States,2000,1444100
United States,2001,1338600
United States,2002,1142400
United States,2003,1116000
United States,2004,1160000
United States,2005,1140000
United States,2006,1197000
United States,2007,1170000
United States,2008,1310000
United States,2009,1180000
United States,2010,1110000
United States,2011,1112900
United States,2012,1166800
United States,2013,1278200
United States,2014,1384700
United States,2015,1380000
United States,2016,1430000
United States,2017,1260000
United States,2018,1220000
United States,2019,1260000
United States,2020,1200000
United States,2021,1230000
United States,2022,1230000
United States,2023,1100000
Uzbekistan,1992,50000
Uzbekistan,1993,78000
Uzbekistan,1994,49000
Uzbekistan,1995,40000
Uzbekistan,1996,64000
Uzbekistan,1997,74400
Uzbekistan,1998,74400
Uzbekistan,1999,66000
Uzbekistan,2000,70000
Uzbekistan,2001,70000
Uzbekistan,2002,80000
Uzbekistan,2003,80000
Uzbekistan,2004,80000
Uzbekistan,2005,80000
Uzbekistan,2006,80000
Uzbekistan,2007,80000
Uzbekistan,2008,80000
Uzbekistan,2009,80000
Uzbekistan,2010,80000
Uzbekistan,2011,80000
Uzbekistan,2012,95600
Uzbekistan,2013,100000
Uzbekistan,2014,100000
Uzbekistan,2015,103000
Uzbekistan,2016,135000
Uzbekistan,2017,140100
Uzbekistan,2018,141200
Uzbekistan,2019,137300
Uzbekistan,2020,142800
Uzbekistan,2021,148500
Uzbekistan,2022,148500
Vietnam,1999,700
Vietnam,2000,2400
Vietnam,2001,1600
Vietnam,2002,1100
Vietnam,2003,1200
Vietnam,2004,2000
Vietnam,2005,3100
Vietnam,2006,11400
Vietnam,2007,12500
Vietnam,2008,11520
Vietnam,2009,12935
Vietnam,2010,12260
Vietnam,2011,11888
Vietnam,2012,12716
Vietnam,2013,12958
Vietnam,2014,20296
Vietnam,2015,22524
Vietnam,2016,22636
Vietnam,2017,21451
Vietnam,2018,26235
Vietnam,2019,30192
Vietnam,2020,30782
Vietnam,2021,33930
Vietnam,2022,34709
West Germany,1970,1477
West Germany,1971,1484
West Germany,1972,1321
West Germany,1973,1436
West Germany,1974,1734
West Germany,1975,1961
West Germany,1976,1613
West Germany,1977,1210
West Germany,1978,821
West Germany,1979,851
West Germany,1980,1274
West Germany,1981,1400
West Germany,1982,1300
West Germany,1983,1200
West Germany,1984,1000
West Germany,1985,900
West Germany,1986,800
West Germany,1987,1500
West Germany,1988,700
West Germany,1989,100
West Germany,1990,0
World,1900,495000
World,1901,526000
World,1902,555000
World,1903,596000
World,1904,660000
World,1905,713000
World,1906,724000
World,1907,721000
World,1908,744000
World,1909,828000
World,1910,858000
World,1911,890000
World,1912,1000000
World,1913,996000
World,1914,938000
World,1915,1060000
World,1916,1420000
World,1917,1430000
World,1918,1430000
World,1919,994000
World,1920,959000
World,1921,558000
World,1922,884000
World,1923,1270000
World,1924,1360000
World,1925,1530000
World,1926,1510000
World,1927,1520000
World,1928,1730000
World,1929,1950000
World,1930,1610000
World,1931,1400000
World,1932,909000
World,1933,1050000
World,1934,1280000
World,1935,1500000
World,1936,1720000
World,1937,2290000
World,1938,1990000
World,1939,2130000
World,1940,2400000
World,1941,2480000
World,1942,2590000
World,1943,2620000
World,1944,2460000
World,1945,2110000
World,1946,1780000
World,1947,2130000
World,1948,2210000
World,1949,2140000
World,1950,2380000
World,1951,2490000
World,1952,2570000
World,1953,2600000
World,1954,2640000
World,1955,2900000
World,1956,3200000
World,1957,3300000
World,1958,3190000
World,1959,3430000
World,1960,3940000
World,1961,4090000
World,1962,4220000
World,1963,4290000
World,1964,4450000
World,1965,4660000
World,1966,4580000
World,1967,4630000
World,1968,5010000
World,1969,5520000
World,1970,5900000
World,1971,5940000
World,1972,6540000
World,1973,6920000
World,1974,7100000
World,1975,6740000
World,1976,7260000
World,1977,7420000
World,1978,7280000
World,1979,7350000
World,1980,7200000
World,1981,7690000
World,1982,7580000
World,1983,7610000
World,1984,7810000
World,1985,7990000
World,1986,7940000
World,1987,8240000
World,1988,8720000
World,1989,9040000
World,1990,9200000
World,1991,9330000
World,1992,9470000
World,1993,9490000
World,1994,9500000
World,1995,10000000
World,1996,11000000
World,1997,11500000
World,1998,12100000
World,1999,12800000
World,2000,13300000
World,2001,13700000
World,2002,13600000
World,2003,13800000
World,2004,14700000
World,2005,15000000
World,2006,15100000
World,2007,15500000
World,2008,15600000
World,2009,16000000
World,2010,16100000
World,2011,16100000
World,2012,16700000
World,2013,18400000
World,2014,18600000
World,2015,19300000
World,2016,20500000
World,2017,20100000
World,2018,20600000
World,2019,20400000
World,2020,20600000
World,2021,21200000
World,2022,21900000
World,2023,22000000
Yugoslavia,1970,90808
Yugoslavia,1971,94392
Yugoslavia,1972,103133
Yugoslavia,1973,111797
Yugoslavia,1974,112080
Yugoslavia,1975,114894
Yugoslavia,1976,120130
Yugoslavia,1977,116218
Yugoslavia,1978,123319
Yugoslavia,1979,111421
Yugoslavia,1980,114786
Yugoslavia,1981,110961
Yugoslavia,1982,119299
Yugoslavia,1983,129506
Yugoslavia,1984,137575
Yugoslavia,1985,142479
Yugoslavia,1986,138544
Yugoslavia,1987,130470
Yugoslavia,1988,103523
Yugoslavia,1989,139631
Yugoslavia,1990,140145
Yugoslavia,1991,121842
Zambia,1970,684100
Zambia,1971,651400
Zambia,1972,717700
Zambia,1973,706574
Zambia,1974,697956
Zambia,1975,647163
Zambia,1976,711681
Zambia,1977,658788
Zambia,1978,654012
Zambia,1979,586046
Zambia,1980,609935
Zambia,1981,587442
Zambia,1982,529641
Zambia,1983,591300
Zambia,1984,576000
Zambia,1985,510800
Zambia,1986,512858
Zambia,1987,527000
Zambia,1988,518062
Zambia,1989,540079
Zambia,1990,545677
Zambia,1991,423000
Zambia,1992,432600
Zambia,1993,431500
Zambia,1994,384400
Zambia,1995,341938
Zambia,1996,339744
Zambia,1997,331235
Zambia,1998,378798
Zambia,1999,270995
Zambia,2000,249304
Zambia,2001,306909
Zambia,2002,307834
Zambia,2003,346900
Zambia,2004,410300
Zambia,2005,465002
Zambia,2006,497169
Zambia,2007,524000
Zambia,2008,567700
Zambia,2009,601200
Zambia,2010,767008
Zambia,2011,663400
Zambia,2012,695200
Zambia,2013,759800
Zambia,2014,708259
Zambia,2015,710860
Zambia,2016,725359
Zambia,2017,797266
Zambia,2018,875848
Zambia,2019,789942
Zambia,2020,853000
Zambia,2021,842000
Zambia,2022,797000
Zambia,2023,760000
Zimbabwe,1970,24000
Zimbabwe,1971,23300
Zimbabwe,1972,31800
Zimbabwe,1973,35000
Zimbabwe,1974,40000
Zimbabwe,1975,47579
Zimbabwe,1976,48186
Zimbabwe,1977,34767
Zimbabwe,1978,33848
Zimbabwe,1979,29724
Zimbabwe,1980,26901
Zimbabwe,1981,24583
Zimbabwe,1982,24800
Zimbabwe,1983,21560
Zimbabwe,1984,22687
Zimbabwe,1985,20700
Zimbabwe,1986,20600
Zimbabwe,1987,18800
Zimbabwe,1988,16116
Zimbabwe,1989,15800
Zimbabwe,1990,14800
Zimbabwe,1991,13811
Zimbabwe,1992,9673
Zimbabwe,1993,8187
Zimbabwe,1994,9350
Zimbabwe,1995,8045
Zimbabwe,1996,9028
Zimbabwe,1997,6832
Zimbabwe,1998,2941
Zimbabwe,1999,4977
Zimbabwe,2000,558
Zimbabwe,2001,2057
Zimbabwe,2002,2502
Zimbabwe,2003,2767
Zimbabwe,2004,2383
Zimbabwe,2005,2570
Zimbabwe,2006,2581
Zimbabwe,2007,2681
Zimbabwe,2008,2827
Zimbabwe,2009,3572
Zimbabwe,2010,4629
Zimbabwe,2011,6555
Zimbabwe,2012,6665
Zimbabwe,2013,8285
Zimbabwe,2014,8261
Zimbabwe,2015,8218
Zimbabwe,2016,9101
Zimbabwe,2017,8839
Zimbabwe,2018,9077
Zimbabwe,2019,8700
Zimbabwe,2020,7933
Zimbabwe,2021,8650
Zimbabwe,2022,10168
